from_node,to_node,sequence,lat,lon
1,496,65,22.985577226559855,113.15424566690504
1,321,0,22.988994546550604,113.15803057871926
1,321,1,22.98986664925725,113.15870421646235
1,321,2,22.9894975027199,113.15924596378768
1,321,3,22.988955504745277,113.15927926285838
1,321,4,22.98882297959449,113.15945003104224
1,321,5,22.98894336888645,113.15981830676913
1,321,6,22.98906323304838,113.15986044706636
1,321,7,22.989018995300004,113.15998549036574
1,321,8,22.98888414924839,113.16007875656388
1,321,9,22.98879539593207,113.16013921578468
1,321,10,22.98889814559085,113.1601733028644
1,321,11,22.98901130535326,113.16013610432464
1,321,12,22.9891223639762,113.160032042866
1,321,13,22.989237317097988,113.1601276046628
1,321,14,22.989340776992464,113.16009065688152
1,321,15,22.989354388976206,113.1602145228852
1,321,16,22.989239916263163,113.16024171389236
1,321,17,22.989212678699666,113.16035079208103
1,321,18,22.98910835718768,113.16035731022728
1,321,19,22.989105093886216,113.16047900603108
1,321,20,22.989234457164844,113.16050495234036
1,321,21,22.98924615152537,113.16062224899709
1,321,22,22.98925851234378,113.16072843273172
1,321,23,22.989242308450024,113.1608352779764
1,321,24,22.98934435446312,113.16086296674511
1,321,25,22.98930639183097,113.16075761358292
1,321,26,22.9893011754859,113.1606348065509
1,321,27,22.989400844954083,113.16071893514668
1,321,28,22.989514227771306,113.1607608338867
1,321,29,22.98952597005287,113.16063198415154
1,321,30,22.989657241461224,113.16070078341616
1,321,31,22.98976957901425,113.16075256132495
1,321,32,22.989655365563863,113.16080951178964
1,321,33,22.989477589674035,113.16078474033716
1,321,34,22.98945732813761,113.16066005540782
1,321,35,22.98931839990907,113.16056961496176
1,321,36,22.98939156079967,113.16047519126312
1,321,37,22.989315678581143,113.16039483410404
1,321,38,22.989199348580662,113.16040618844217
1,321,39,22.98916902077479,113.16029812538324
1,321,40,22.98906577389933,113.16027239932404
1,321,41,22.98893201546254,113.16031383862666
1,321,42,22.988844294815724,113.16040114349138
1,321,43,22.988827451015283,113.16028928586374
1,321,44,22.988970313406515,113.160201475617
1,321,45,22.98911700414718,113.16015763776925
